127.0.0.1 - - [28/Mar/2020:20:01:21 +0530] "GET / HTTP/1.1" 404 951
0:0:0:0:0:0:0:1 - - [28/Mar/2020:20:01:43 +0530] "GET /MajorProject/owner.jsp HTTP/1.1" 200 6253
0:0:0:0:0:0:0:1 - - [28/Mar/2020:20:01:44 +0530] "GET /favicon.ico HTTP/1.1" 404 973
0:0:0:0:0:0:0:1 - - [28/Mar/2020:20:01:44 +0530] "GET /MajorProject/default.css HTTP/1.1" 200 10994
0:0:0:0:0:0:0:1 - - [28/Mar/2020:20:01:45 +0530] "GET /MajorProject/main.css HTTP/1.1" 200 38505
0:0:0:0:0:0:0:1 - - [28/Mar/2020:20:01:45 +0530] "GET /MajorProject/images/header-bg.jpg HTTP/1.1" 200 115719
0:0:0:0:0:0:0:1 - - [28/Mar/2020:20:03:40 +0530] "GET /MajorProject/admin.jsp HTTP/1.1" 200 5583
0:0:0:0:0:0:0:1 - - [28/Mar/2020:20:03:49 +0530] "POST /MajorProject/Admin HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [28/Mar/2020:20:03:49 +0530] "GET /MajorProject/ahome.jsp HTTP/1.1" 200 5269
0:0:0:0:0:0:0:1 - - [28/Mar/2020:20:04:02 +0530] "GET /MajorProject/aowner.jsp HTTP/1.1" 200 6193
0:0:0:0:0:0:0:1 - - [28/Mar/2020:20:04:02 +0530] "GET /MajorProject/images/pic-1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2020:20:04:04 +0530] "GET /MajorProject/auser.jsp HTTP/1.1" 200 6299
0:0:0:0:0:0:0:1 - - [28/Mar/2020:20:04:06 +0530] "GET /MajorProject/afiles.jsp HTTP/1.1" 200 7360
0:0:0:0:0:0:0:1 - - [28/Mar/2020:20:04:07 +0530] "GET /MajorProject/akey.jsp HTTP/1.1" 200 6353
0:0:0:0:0:0:0:1 - - [28/Mar/2020:20:04:09 +0530] "GET /MajorProject/attack.jsp HTTP/1.1" 200 6529
0:0:0:0:0:0:0:1 - - [28/Mar/2020:20:04:10 +0530] "GET /MajorProject/index.html HTTP/1.1" 200 2877
0:0:0:0:0:0:0:1 - - [28/Mar/2020:20:04:12 +0530] "GET /MajorProject/owner.jsp HTTP/1.1" 200 6253
0:0:0:0:0:0:0:1 - - [28/Mar/2020:20:04:18 +0530] "POST /MajorProject/Owner HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [28/Mar/2020:20:04:18 +0530] "GET /MajorProject/ohome.jsp HTTP/1.1" 200 5117
0:0:0:0:0:0:0:1 - - [28/Mar/2020:20:04:21 +0530] "GET /MajorProject/upload.jsp HTTP/1.1" 200 6166
0:0:0:0:0:0:0:1 - - [28/Mar/2020:20:04:23 +0530] "GET /MajorProject/okey.jsp HTTP/1.1" 200 5732
0:0:0:0:0:0:0:1 - - [28/Mar/2020:20:04:25 +0530] "GET /MajorProject/logout.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [28/Mar/2020:20:04:28 +0530] "GET /MajorProject/user.jsp HTTP/1.1" 200 6251
0:0:0:0:0:0:0:1 - - [28/Mar/2020:20:04:44 +0530] "POST /MajorProject/User HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [28/Mar/2020:20:04:44 +0530] "GET /MajorProject/uhome.jsp HTTP/1.1" 200 5436
0:0:0:0:0:0:0:1 - - [28/Mar/2020:20:04:47 +0530] "GET /MajorProject/search.jsp HTTP/1.1" 200 5970
0:0:0:0:0:0:0:1 - - [28/Mar/2020:20:04:48 +0530] "GET /MajorProject/apfiles.jsp HTTP/1.1" 200 6583
0:0:0:0:0:0:0:1 - - [28/Mar/2020:20:04:50 +0530] "GET /MajorProject/search.jsp HTTP/1.1" 200 5970
0:0:0:0:0:0:0:1 - - [28/Mar/2020:20:06:41 +0530] "GET /MajorProject/search.jsp HTTP/1.1" 200 5970
0:0:0:0:0:0:0:1 - - [28/Mar/2020:20:07:03 +0530] "GET /MajorProject/search.jsp HTTP/1.1" 200 5970
0:0:0:0:0:0:0:1 - - [28/Mar/2020:20:07:18 +0530] "GET /MajorProject/apfiles.jsp HTTP/1.1" 200 6583
0:0:0:0:0:0:0:1 - - [28/Mar/2020:20:07:35 +0530] "GET /MajorProject/logout.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [28/Mar/2020:20:07:37 +0530] "GET /MajorProject/admin.jsp HTTP/1.1" 200 5583
0:0:0:0:0:0:0:1 - - [28/Mar/2020:20:07:42 +0530] "POST /MajorProject/Admin HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [28/Mar/2020:20:07:42 +0530] "GET /MajorProject/ahome.jsp HTTP/1.1" 200 5269
0:0:0:0:0:0:0:1 - - [28/Mar/2020:20:10:38 +0530] "GET /MajorProject/ahome.jsp HTTP/1.1" 200 5269
0:0:0:0:0:0:0:1 - - [28/Mar/2020:20:10:42 +0530] "GET /MajorProject/afiles.jsp HTTP/1.1" 200 7360
0:0:0:0:0:0:0:1 - - [28/Mar/2020:20:10:45 +0530] "GET /MajorProject/aowner.jsp HTTP/1.1" 200 6193
0:0:0:0:0:0:0:1 - - [28/Mar/2020:20:10:45 +0530] "GET /MajorProject/ahome.jsp HTTP/1.1" 200 5269
0:0:0:0:0:0:0:1 - - [28/Mar/2020:20:10:49 +0530] "GET /MajorProject/admin.jsp HTTP/1.1" 200 5583
0:0:0:0:0:0:0:1 - - [28/Mar/2020:20:10:55 +0530] "POST /MajorProject/Admin HTTP/1.1" 200 119
0:0:0:0:0:0:0:1 - - [28/Mar/2020:20:10:57 +0530] "GET /MajorProject/afiles.jsp HTTP/1.1" 200 7360
0:0:0:0:0:0:0:1 - - [28/Mar/2020:20:11:01 +0530] "GET /MajorProject/attack.jsp HTTP/1.1" 200 6529
0:0:0:0:0:0:0:1 - - [28/Mar/2020:20:11:05 +0530] "GET /MajorProject/owner.jsp HTTP/1.1" 200 6253
0:0:0:0:0:0:0:1 - - [28/Mar/2020:20:11:08 +0530] "POST /MajorProject/Owner HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [28/Mar/2020:20:11:08 +0530] "GET /MajorProject/ohome.jsp HTTP/1.1" 200 5117
0:0:0:0:0:0:0:1 - - [28/Mar/2020:20:11:12 +0530] "GET /MajorProject/upload.jsp HTTP/1.1" 200 6166
